it,L,NLL,disp,shape,sigma,roi_verts,roi_faces,centers_loss,centers_inimg,gate_z,gate_t,gate_z_ratio,gate_flips,rz_mean,rz_p90,rz_max,rt_mean,rt_p90,rt_max,dv_mean,dv_p95,dv_max,dz_abs_mean,dz_abs_p95,dz_abs_max,logS_min,logS_max,S_min,S_max,sumw_p50,sumw_min,maxw_mean,effk_mean,gdisp,gshape
1,-4.536678314208984,-4.536678314208984,0.0,0.0,0.05000000000000001,77,77,77,77,77,77,1.0,0,-0.0005392134189605713,0.007271480746567249,0.009430140256881714,0.014216466806828976,0.035158801823854446,0.04850029945373535,0.01367617305368185,0.024244293570518494,0.029742451384663582,0.005708878859877586,0.012288134545087814,0.016449958086013794,-4.605170249938965,-4.605170249938965,0.009999999776482582,0.009999999776482582,nan,nan,nan,nan,0.4999968111515045,0.0015876932302489877
10,-4.7696309089660645,-4.775586128234863,0.005948263220489025,6.914382083778037e-06,0.04505509125832511,77,77,77,77,77,77,1.0,0,0.003101788926869631,0.008458173833787441,0.014367550611495972,0.012997161597013474,0.02188948355615139,0.047133833169937134,0.040952980518341064,0.06623809039592743,0.08047758042812347,0.010238965973258018,0.03020176850259304,0.0440349280834198,-4.617274284362793,-4.593352794647217,0.00987968873232603,0.010118874721229076,nan,nan,nan,nan,0.3147502541542053,0.003417086321860552
20,-4.952269554138184,-4.961960315704346,0.009659732691943645,3.1068804673850536e-05,0.04013216761128589,77,77,77,77,77,77,1.0,0,0.005296888295561075,0.008535982109606266,0.010510385036468506,0.01658865436911583,0.029340405017137527,0.0320795476436615,0.04907729849219322,0.09575636684894562,0.11238893866539001,0.012604148127138615,0.03603252395987511,0.06155255436897278,-4.631364822387695,-4.583434581756592,0.009741454385221004,0.010219735093414783,nan,nan,nan,nan,0.21350273489952087,0.003650337690487504
30,-5.074413299560547,-5.084383964538574,0.009897135198116302,7.353151158895344e-05,0.0357471449329879,77,77,77,77,77,77,1.0,0,0.0031751547940075397,0.005845606327056885,0.0074883997440338135,0.015155789442360401,0.03004552237689495,0.031721025705337524,0.04795077070593834,0.10500714182853699,0.11843840032815933,0.012728511355817318,0.03688579797744751,0.064913809299469,-4.646020412445068,-4.577648639678955,0.00959972944110632,0.010279037989675999,nan,nan,nan,nan,0.2809090316295624,0.004298882558941841
40,-5.1596598625183105,-5.169826030731201,0.010027430951595306,0.00013855595898348838,0.031841249723592945,77,77,77,77,77,77,1.0,0,0.0025262096896767616,0.005520081613212824,0.006430536508560181,0.01488036010414362,0.03283953666687012,0.0383223295211792,0.04846295341849327,0.1024971753358841,0.12086541205644608,0.014150666072964668,0.03886941447854042,0.06672459840774536,-4.6620378494262695,-4.572657108306885,0.0094471899792552,0.010330474004149437,nan,nan,nan,nan,0.3195289373397827,0.005218694917857647
50,-5.283891677856445,-5.293462753295898,0.009340882301330566,0.00023031944874674082,0.028362130342459893,77,77,77,77,77,77,1.0,0,0.0013608281733468175,0.004227989818900824,0.005669742822647095,0.013888943940401077,0.03192385286092758,0.0403461754322052,0.04636170342564583,0.1005399227142334,0.11802811920642853,0.013912041671574116,0.03971399739384651,0.06737381219863892,-4.679327964782715,-4.564902305603027,0.009285252541303635,0.010410895571112633,nan,nan,nan,nan,0.34839653968811035,0.006688716821372509
60,-5.390117168426514,-5.3989973068237305,0.008527921512722969,0.00035250987275503576,0.02526315532667841,77,77,77,77,77,77,1.0,0,0.00134579511359334,0.004539972636848688,0.010694056749343872,0.014472528360784054,0.03300517424941063,0.04145181179046631,0.04476483538746834,0.09328990429639816,0.1065671443939209,0.014339965768158436,0.038766469806432724,0.0651358962059021,-4.697317600250244,-4.553869247436523,0.00911970715969801,0.010526396334171295,nan,nan,nan,nan,0.43317368626594543,0.007882007397711277
70,-5.506312370300293,-5.514374256134033,0.0075590661726891994,0.0005026219878345728,0.022502788378502493,77,77,77,77,77,77,1.0,0,0.0008156264666467905,0.003574979491531849,0.005421191453933716,0.014080590568482876,0.03394346311688423,0.04472169280052185,0.04212396219372749,0.0874931737780571,0.1024191826581955,0.01381603628396988,0.03772700950503349,0.06509143114089966,-4.714660167694092,-4.53574800491333,0.008962911553680897,0.010718886740505695,nan,nan,nan,nan,0.4808543026447296,0.008783241733908653
80,-5.609131336212158,-5.617148399353027,0.007335585076361895,0.0006813478539697826,0.02004403164449233,77,77,77,77,77,77,1.0,0,0.0003039147995878011,0.0033118724822998047,0.0058825016021728516,0.014052281156182289,0.033488333225250244,0.044494450092315674,0.04252251982688904,0.0828559473156929,0.09976956993341446,0.013715112581849098,0.03505416586995125,0.06431138515472412,-4.732463359832764,-4.519450664520264,0.00880475528538227,0.010895006358623505,nan,nan,nan,nan,0.4999188184738159,0.008961617015302181
90,-5.731276035308838,-5.7397356033325195,0.007574498653411865,0.0008851906168274581,0.01785392982450232,77,77,77,77,77,77,1.0,0,0.0007363054901361465,0.0029585841111838818,0.005024313926696777,0.014365188777446747,0.03187060356140137,0.04626387357711792,0.0433012917637825,0.0857912227511406,0.09272356331348419,0.01399592962116003,0.034546107053756714,0.06507453322410583,-4.750329971313477,-4.503159523010254,0.008648840710520744,0.011073953472077847,nan,nan,nan,nan,0.49992233514785767,0.008773606270551682
