it,L,NLL,disp,shape,sigma,roi_verts,roi_faces,centers_loss,centers_inimg,gate_z,gate_t,gate_z_ratio,gate_flips,rz_mean,rz_p90,rz_max,rt_mean,rt_p90,rt_max,dv_mean,dv_p95,dv_max,dz_abs_mean,dz_abs_p95,dz_abs_max,logS_min,logS_max,S_min,S_max,sumw_p50,sumw_min,maxw_mean,effk_mean,gdisp,gshape
1,-4.323060035705566,-4.323060035705566,0.0,0.0,0.05000000000000001,83,272,271,271,271,271,1.0,0,0.0002502902352716774,0.006282418966293335,0.009601294994354248,0.014493932016193867,0.03447180986404419,0.056082844734191895,0.013309837318956852,0.02532718889415264,0.03216773271560669,0.005416886415332556,0.01414935290813446,0.021176040172576904,-4.605170249938965,-4.605170249938965,0.009999999776482582,0.009999999776482582,2.3243207931518555,0.10476062446832657,0.6987696290016174,5.5890984535217285,0.294080913066864,0.0012147561646997929
10,-4.522924900054932,-4.531711101531982,0.008779628202319145,6.7186060732638e-06,0.04505509125832511,83,272,271,271,271,271,1.0,0,0.005350886844098568,0.012901782989501953,0.028150558471679688,0.01731429435312748,0.03550359606742859,0.056082844734191895,0.0540669783949852,0.07395032048225403,0.09105651080608368,0.016347505152225494,0.03815588355064392,0.04841908812522888,-4.617297172546387,-4.593051910400391,0.0098794624209404,0.010121920146048069,2.320892810821533,0.10540150105953217,0.6990582942962646,5.601329326629639,0.08536277711391449,0.0016589222941547632
20,-4.644316673278809,-4.660161018371582,0.01581539213657379,2.8973137887078337e-05,0.04013216761128589,83,272,271,271,271,271,1.0,0,0.00638952013105154,0.013018667697906494,0.02538543939590454,0.018711373209953308,0.0324784517288208,0.05901038646697998,0.07303501665592194,0.10508137941360474,0.14549045264720917,0.022433368489146233,0.0635196790099144,0.07482877373695374,-4.631638526916504,-4.5788750648498535,0.00973878800868988,0.010266438126564026,2.3196563720703125,0.10753437131643295,0.6993566751480103,5.612210750579834,0.07472983747720718,0.001979309134185314
30,-4.787468433380127,-4.801600456237793,0.014064738526940346,6.725887942593545e-05,0.0357471449329879,83,272,271,271,271,271,1.0,0,0.004469942767173052,0.01082196831703186,0.02146744728088379,0.017132671549916267,0.032841265201568604,0.05668321251869202,0.06540245562791824,0.10935922712087631,0.16768603026866913,0.021557901054620743,0.07298454642295837,0.09853291511535645,-4.646728515625,-4.5640459060668945,0.00959293358027935,0.0104198157787323,2.3359482288360596,0.11019745469093323,0.6994857788085938,5.620671272277832,0.05495807155966759,0.00222596013918519
40,-4.927928924560547,-4.940279483795166,0.012227943167090416,0.000122405297588557,0.031841249723592945,83,272,271,271,271,271,1.0,0,0.0033709744457155466,0.009654819965362549,0.02001422643661499,0.016234152019023895,0.032643407583236694,0.056082844734191895,0.05991194397211075,0.10446248203516006,0.1583508998155594,0.020817935466766357,0.07272537052631378,0.09717193245887756,-4.66159725189209,-4.548243045806885,0.009451353922486305,0.010585786774754524,2.354506015777588,0.11364361643791199,0.6995590329170227,5.625812530517578,0.06771527975797653,0.0027830235194414854
50,-5.005339622497559,-5.0163774490356445,0.010838599875569344,0.00019908043032046407,0.028362130342459893,83,272,271,271,271,271,1.0,0,0.0029876925982534885,0.009016752243041992,0.022744417190551758,0.016172301024198532,0.033022522926330566,0.056082844734191895,0.05725844204425812,0.10177425295114517,0.14171777665615082,0.01939261145889759,0.06121860817074776,0.07763904333114624,-4.678210258483887,-4.53281307220459,0.009295635856688023,0.010750391520559788,2.3734376430511475,0.11799230426549911,0.6996570229530334,5.629406929016113,0.07576293498277664,0.0034039050806313753
60,-5.142239093780518,-5.152387619018555,0.009845983237028122,0.0003021199372597039,0.02526315532667841,83,272,271,271,271,271,1.0,0,0.002666813787072897,0.00834760069847107,0.02034437656402588,0.016201313585042953,0.033033907413482666,0.056082844734191895,0.052755389362573624,0.09859340637922287,0.14106783270835876,0.019022846594452858,0.059128113090991974,0.08327198028564453,-4.695712089538574,-4.51680850982666,0.00913436058908701,0.010923830792307854,2.39007830619812,0.12245897948741913,0.6997148394584656,5.633572101593018,0.10126061737537384,0.00403429102152586
70,-5.247574329376221,-5.257638931274414,0.009633300825953484,0.00043141606147401035,0.022502788378502493,83,272,271,271,271,271,1.0,0,0.00186597288120538,0.007981956005096436,0.017060160636901855,0.015407648868858814,0.03215450048446655,0.056082844734191895,0.05020707845687866,0.10554324090480804,0.14222897589206696,0.017589036375284195,0.06051546335220337,0.08577170968055725,-4.7138471603393555,-4.498208999633789,0.008970201946794987,0.01112891174852848,2.3817522525787354,0.12734879553318024,0.6998031735420227,5.6370015144348145,0.10570278018712997,0.004578039050102234
80,-5.365594387054443,-5.376695156097412,0.010510865598917007,0.0005898091476410627,0.02004403164449233,83,272,271,271,271,271,1.0,0,0.0015746434219181538,0.007497578859329224,0.016334831714630127,0.015423162840306759,0.03215450048446655,0.056082844734191895,0.05088060349225998,0.11027306318283081,0.14411137998104095,0.017682813107967377,0.06271225214004517,0.08384433388710022,-4.733457565307617,-4.479180812835693,0.008796005509793758,0.011342701502144337,2.360067844390869,0.1326933056116104,0.6997987627983093,5.639065742492676,0.12108049541711807,0.005770571995526552
90,-5.477838516235352,-5.489895820617676,0.011272341944277287,0.0007848934619687498,0.01785392982450232,83,272,271,271,271,271,1.0,0,0.0012752454495057464,0.007162928581237793,0.01678866147994995,0.014973665587604046,0.03209993243217468,0.056082844734191895,0.051304373890161514,0.11623749136924744,0.1523982137441635,0.018089693039655685,0.06477294117212296,0.0851212739944458,-4.7539167404174805,-4.460300445556641,0.008617875166237354,0.011558890342712402,2.3346199989318848,0.13820978999137878,0.7000328898429871,5.64174747467041,0.1324824094772339,0.006699837744235992
100,-5.544402599334717,-5.556432247161865,0.011012107133865356,0.0010176958749070764,0.0159031284639706,83,272,271,271,271,271,1.0,0,0.0013250402407720685,0.007199972867965698,0.014774084091186523,0.015200658701360226,0.03325816988945007,0.056082844734191895,0.0498349666595459,0.11147288978099823,0.15592145919799805,0.01729022152721882,0.06485434621572495,0.0836394727230072,-4.77414083480835,-4.438438892364502,0.008445336483418941,0.011814367957413197,2.3120274543762207,0.14367404580116272,0.7001463770866394,5.646787166595459,0.141018345952034,0.0077570052817463875
