it,L,NLL,disp,shape,sigma,roi_verts,roi_faces,centers_loss,centers_inimg,gate_z,gate_t,gate_z_ratio,gate_flips,rz_mean,rz_p90,rz_max,rt_mean,rt_p90,rt_max,dv_mean,dv_p95,dv_max,dz_abs_mean,dz_abs_p95,dz_abs_max,logS_min,logS_max,S_min,S_max,sumw_p50,sumw_min,maxw_mean,effk_mean,gdisp,gshape
1,-4.337697982788086,-4.337697982788086,0.0,0.0,0.05000000000000001,105,274,273,273,273,273,1.0,0,-6.763948476873338e-05,0.007477513048797846,0.00997045636177063,0.013481782749295235,0.03277205303311348,0.06015127897262573,0.014461101032793522,0.022632576525211334,0.02647116221487522,0.0059421430341899395,0.014389910735189915,0.01961761713027954,-4.605170249938965,-4.605170249938965,0.009999999776482582,0.009999999776482582,2.1743521690368652,0.010874386876821518,0.66307532787323,5.142762660980225,0.2879510223865509,0.0011853254400193691
10,-4.541383266448975,-4.5499587059021,0.008568761870265007,6.738578576914733e-06,0.04505509125832511,105,274,274,273,273,273,1.0,2,0.006251349113881588,0.0142676942050457,0.02105426788330078,0.017496472224593163,0.03196331113576889,0.057772815227508545,0.05314568430185318,0.07297705858945847,0.08266684412956238,0.01565047726035118,0.04751572757959366,0.06252789497375488,-4.617301940917969,-4.59307336807251,0.009879414923489094,0.010121703147888184,2.1934664249420166,0.010327409952878952,0.6632621884346008,5.152839660644531,0.07662082463502884,0.001614218344911933
20,-4.684238433837891,-4.697722434997559,0.013455059379339218,2.887442497012671e-05,0.04013216761128589,105,274,274,274,274,274,1.0,1,0.006060567684471607,0.013038098812103271,0.01988309621810913,0.01758437231183052,0.03345731273293495,0.057772815227508545,0.06297847628593445,0.1052340641617775,0.13861319422721863,0.02090769074857235,0.07643835991621017,0.100960373878479,-4.631463527679443,-4.578702449798584,0.009740493260324001,0.01026821043342352,2.1919140815734863,0.009754450991749763,0.6635156273841858,5.161046028137207,0.08517741411924362,0.0019387529464438558
30,-4.817163467407227,-4.830958366394043,0.013729146681725979,6.593693979084492e-05,0.0357471449329879,105,274,274,274,274,274,1.0,0,0.004020821303129196,0.01132842618972063,0.017157673835754395,0.016278402879834175,0.03378665819764137,0.057772815227508545,0.05867655947804451,0.12142564356327057,0.17521359026432037,0.020754151046276093,0.08756621927022934,0.12928137183189392,-4.645885467529297,-4.563534736633301,0.00960102491080761,0.010425143875181675,2.2116782665252686,0.009241665713489056,0.6639410257339478,5.166394233703613,0.09653978794813156,0.0023416716139763594
40,-4.910747528076172,-4.92312479019165,0.012257654219865799,0.00011989019549218938,0.031841249723592945,105,274,274,274,274,274,1.0,0,0.0032043838873505592,0.009503653272986412,0.017585039138793945,0.015704423189163208,0.03248317167162895,0.057772815227508545,0.05545033887028694,0.12269692867994308,0.18601621687412262,0.02110886387526989,0.08622666448354721,0.14671003818511963,-4.661477565765381,-4.54809045791626,0.009452485479414463,0.010587401688098907,2.2292702198028564,0.008833613246679306,0.6646167039871216,5.1715617179870605,0.0910322442650795,0.0028655866626650095
50,-5.048643112182617,-5.058720588684082,0.009880542755126953,0.00019700387201737612,0.028362130342459893,105,274,274,274,274,274,1.0,0,0.0026787654496729374,0.009063124656677246,0.014518916606903076,0.01571987383067608,0.03342697024345398,0.057772815227508545,0.049556881189346313,0.11427832394838333,0.16791827976703644,0.01952647790312767,0.07477584481239319,0.14498934149742126,-4.677619934082031,-4.532278060913086,0.009301125071942806,0.010756145231425762,2.25009822845459,0.008275116793811321,0.6651884913444519,5.180055618286133,0.08615238219499588,0.003322342410683632
60,-5.155552387237549,-5.163966178894043,0.008113130927085876,0.00030090584186837077,0.02526315532667841,105,274,274,274,274,274,1.0,0,0.001990162068977952,0.007633623201400042,0.014078497886657715,0.01501526404172182,0.03248317167162895,0.057772815227508545,0.04279299080371857,0.1093173623085022,0.15560229122638702,0.01835070364177227,0.06324225664138794,0.14346331357955933,-4.695226192474365,-4.51621150970459,0.009138799272477627,0.010930354706943035,2.272867202758789,0.007636976893991232,0.66557776927948,5.190993785858154,0.09198866039514542,0.0037783654406666756
70,-5.263698577880859,-5.272582054138184,0.008450912311673164,0.0004323062894400209,0.022502788378502493,105,274,274,274,274,274,1.0,0,0.001839260570704937,0.0072009023278951645,0.016323983669281006,0.014991951175034046,0.03198186680674553,0.057772815227508545,0.04356176033616066,0.09894081205129623,0.15238353610038757,0.018262838944792747,0.05817676708102226,0.13995417952537537,-4.713463306427002,-4.499081134796143,0.00897364504635334,0.011119209229946136,2.2665464878082275,0.007071166764944792,0.6659581065177917,5.200143337249756,0.11355937272310257,0.004464769270271063
80,-5.390949726104736,-5.399789810180664,0.008244133554399014,0.0005958286346867681,0.02004403164449233,105,274,274,274,274,274,1.0,0,0.0012899570865556598,0.006034225225448608,0.01131671667098999,0.014617697335779667,0.032698072493076324,0.057772815227508545,0.04227660968899727,0.0997869148850441,0.1541913002729416,0.018077237531542778,0.05825241282582283,0.140493243932724,-4.7323713302612305,-4.480318546295166,0.008805565536022186,0.011329804547131062,2.2543883323669434,0.006586842238903046,0.6663337349891663,5.209777355194092,0.1545082926750183,0.005576620809733868
90,-5.469310760498047,-5.478242874145508,0.008135567419230938,0.0007963594398461282,0.01785392982450232,105,274,274,274,274,274,1.0,0,0.0012759855017066002,0.005898490082472563,0.014534056186676025,0.014549345709383488,0.0319233238697052,0.057772815227508545,0.041538458317518234,0.09283214807510376,0.1591394543647766,0.01824018359184265,0.0652066320180893,0.143381267786026,-4.7520928382873535,-4.459731101989746,0.008633607998490334,0.011565472930669785,2.2356936931610107,0.006049060262739658,0.6665976047515869,5.219996452331543,0.17606836557388306,0.006942659616470337
100,-5.586502552032471,-5.595585823059082,0.008045864291489124,0.001037656213156879,0.0159031284639706,105,274,274,274,274,274,1.0,0,0.0008533968939445913,0.005836593918502331,0.01184093952178955,0.014588378369808197,0.03174007311463356,0.057772815227508545,0.04151787981390953,0.08980245143175125,0.15968503057956696,0.018274011090397835,0.06632723659276962,0.14012107253074646,-4.772900104522705,-4.43668794631958,0.008455822244286537,0.011835072189569473,2.216683864593506,0.005673741456121206,0.6668320894241333,5.23113489151001,0.1971484273672104,0.0076418486423790455
110,-5.641757488250732,-5.650846481323242,0.007771610282361507,0.00131762376986444,0.01416548050919662,105,274,274,274,274,274,1.0,0,0.001116656232625246,0.0054097771644592285,0.012395322322845459,0.014843668788671494,0.03261322155594826,0.057772815227508545,0.0390750989317894,0.07445758581161499,0.1645679920911789,0.017478620633482933,0.05589680373668671,0.13580754399299622,-4.794515609741211,-4.4125566482543945,0.008275006897747517,0.012124141678214073,2.197432041168213,0.005246910732239485,0.6669596433639526,5.2450385093688965,0.2594435513019562,0.009320378303527832
