it,L,NLL,disp,shape,sigma,roi_verts,roi_faces,centers_loss,centers_inimg,gate_z,gate_t,gate_z_ratio,gate_flips,rz_mean,rz_p90,rz_max,rt_mean,rt_p90,rt_max,dv_mean,dv_p95,dv_max,dz_abs_mean,dz_abs_p95,dz_abs_max,logS_min,logS_max,S_min,S_max,sumw_p50,sumw_min,maxw_mean,effk_mean,gdisp,gshape
1,-4.469791412353516,-4.469791412353516,0.0,0.0,0.05000000000000001,13,13,13,13,13,13,1.0,0,0.00018609946710057557,0.008828328922390938,0.009657829999923706,0.013919086195528507,0.03488032519817352,0.037707746028900146,0.061228398233652115,0.10052506625652313,0.10241524875164032,0.01813438907265663,0.04076041653752327,0.05014282464981079,-4.605170249938965,-4.605170249938965,0.009999999776482582,0.009999999776482582,nan,nan,nan,nan,0.49999892711639404,0.0009312977781519294
10,-3.3884806632995605,-4.706323146820068,0.0032098330557346344,1.598031190042093e-06,0.04505509125832511,13,13,13,13,13,13,1.0,0,0.006838030647486448,0.02124769240617752,0.022824645042419434,0.017695097252726555,0.04647437855601311,0.05321493744850159,0.06017887964844704,0.10519279539585114,0.12504297494888306,0.018937958404421806,0.04194985702633858,0.05102318525314331,-4.611059665679932,-4.599178791046143,0.009941278025507927,0.01006009429693222,nan,nan,nan,nan,0.5,7.85083739174297e-06
20,-4.36017370223999,-4.837339401245117,0.004893917590379715,3.7319223338272423e-06,0.04013216761128589,13,13,13,13,13,13,1.0,0,0.00424151262268424,0.01878266967833042,0.02239060401916504,0.015166617929935455,0.04302549362182617,0.0493951141834259,0.0617399588227272,0.10960446298122406,0.13789504766464233,0.01766294240951538,0.04228220507502556,0.05215182900428772,-4.614930629730225,-4.595027446746826,0.00990287121385336,0.010101944208145142,nan,nan,nan,nan,0.5,1.898471418826375e-05
30,-4.459528923034668,-4.984455585479736,0.005243249237537384,7.506598194595426e-06,0.0357471449329879,13,13,13,13,13,13,1.0,0,0.003439270658418536,0.013367592357099056,0.015351295471191406,0.0146802281960845,0.03515024110674858,0.04443711042404175,0.06356340646743774,0.10945779085159302,0.13665246963500977,0.015876011922955513,0.03890559449791908,0.043836355209350586,-4.619630813598633,-4.5900444984436035,0.009856434538960457,0.010152406990528107,nan,nan,nan,nan,0.4999999701976776,2.1250425561447628e-05
40,-4.740983486175537,-5.123473644256592,0.0054338290356099606,1.3920075616624672e-05,0.031841249723592945,13,13,13,13,13,13,1.0,0,0.004557598382234573,0.012415336444973946,0.014722585678100586,0.016006147488951683,0.029966600239276886,0.040994852781295776,0.0636330097913742,0.10679060220718384,0.12973393499851227,0.015353428199887276,0.03717592731118202,0.0387689471244812,-4.626239776611328,-4.584757328033447,0.009791508316993713,0.010206226259469986,nan,nan,nan,nan,0.5,2.78741918009473e-05
50,-5.2245354652404785,-5.248418807983398,0.005256773438304663,2.5908801035257056e-05,0.028362130342459893,13,13,13,13,13,13,1.0,0,0.0037020149175077677,0.0076677799224853516,0.015592634677886963,0.01538216881453991,0.030691340565681458,0.038675278425216675,0.06308269500732422,0.10144586861133575,0.11817624419927597,0.01672806777060032,0.04090004786849022,0.04439613223075867,-4.637318134307861,-4.578956127166748,0.009683633223176003,0.010265606455504894,nan,nan,nan,nan,0.4999999701976776,0.00020233840041328222
60,-5.236445903778076,-5.361567497253418,0.005618650000542402,5.440925087896176e-05,0.02526315532667841,13,13,13,13,13,13,1.0,0,0.00432703597471118,0.00989786721765995,0.01430290937423706,0.016452694311738014,0.03703304007649422,0.039501041173934937,0.06189274415373802,0.09556270390748978,0.09887176007032394,0.016563724726438522,0.039383601397275925,0.04216891527175903,-4.652745246887207,-4.569716453552246,0.009535389021039009,0.0103608975186944,nan,nan,nan,nan,0.5,9.157852036878467e-05
70,-5.417867183685303,-5.472498416900635,0.006098097190260887,0.00010755629045888782,0.022502788378502493,13,13,13,13,13,13,1.0,0,0.00279593700543046,0.0056084273383021355,0.014062702655792236,0.015465629287064075,0.03671101853251457,0.038789331912994385,0.06323990970849991,0.09382672607898712,0.09405117481946945,0.01711132749915123,0.04205670952796936,0.048545658588409424,-4.667558193206787,-4.55637788772583,0.009395183064043522,0.010500023141503334,nan,nan,nan,nan,0.5,0.00021228201512712985
80,-5.517840385437012,-5.554354190826416,0.00680750235915184,0.00019393170077819377,0.02004403164449233,13,13,13,13,13,13,1.0,0,0.0022181272506713867,0.005990802310407162,0.013898611068725586,0.015385531820356846,0.03690541908144951,0.04082790017127991,0.06460633128881454,0.0947939082980156,0.09523710608482361,0.016273876652121544,0.04278627038002014,0.04925340414047241,-4.6809611320495605,-4.535874843597412,0.00927009992301464,0.010717527009546757,nan,nan,nan,nan,0.49999985098838806,0.0004544536641333252
90,-5.591102123260498,-5.615984916687012,0.006676172837615013,0.00032949948217719793,0.01785392982450232,13,13,13,13,13,13,1.0,0,0.0022372626699507236,0.00539357028901577,0.014537632465362549,0.015322055667638779,0.037924811244010925,0.04071509838104248,0.06492650508880615,0.10008687525987625,0.1039680615067482,0.016408223658800125,0.04373164847493172,0.050164878368377686,-4.698938369750977,-4.512579917907715,0.009104938246309757,0.010970122180879116,nan,nan,nan,nan,0.4999995827674866,0.0006053105462342501
