it,L,NLL,disp,shape,sigma,roi_verts,roi_faces,centers_loss,centers_inimg,gate_z,gate_t,gate_z_ratio,gate_flips,rz_mean,rz_p90,rz_max,rt_mean,rt_p90,rt_max,dv_mean,dv_p95,dv_max,dz_abs_mean,dz_abs_p95,dz_abs_max,logS_min,logS_max,S_min,S_max,sumw_p50,sumw_min,maxw_mean,effk_mean,gdisp,gshape
1,-4.440587520599365,-4.440587520599365,0.0,0.0,0.05000000000000001,133,133,133,133,133,133,1.0,0,0.0003589568950701505,0.004386661574244499,0.008358210325241089,0.01722535490989685,0.0445999875664711,0.059973955154418945,0.0045640962198376656,0.019868236035108566,0.03694425895810127,0.001639092806726694,0.008323132991790771,0.018217891454696655,-4.605170249938965,-4.605170249938965,0.009999999776482582,0.009999999776482582,nan,nan,nan,nan,0.499998539686203,0.0008859182707965374
10,-4.770549774169922,-4.778716564178467,0.008160276338458061,6.674936685158173e-06,0.04505509125832511,133,133,133,133,133,133,1.0,0,0.0028188202995806932,0.010122149251401424,0.016391366720199585,0.013239347375929356,0.0309847891330719,0.04961201548576355,0.04795752093195915,0.06598742306232452,0.07289227098226547,0.01412953156977892,0.03427184000611305,0.04403406381607056,-4.617269039154053,-4.59304666519165,0.00987974088639021,0.010121973231434822,nan,nan,nan,nan,0.2769395709037781,0.001636055065318942
20,-4.926712989807129,-4.9391703605651855,0.012428713962435722,2.866757677111309e-05,0.04013216761128589,133,133,133,133,133,133,1.0,0,0.004521046299487352,0.00827320758253336,0.012185215950012207,0.01603681966662407,0.02867821231484413,0.03445619344711304,0.05666603520512581,0.09222907572984695,0.11000315845012665,0.017581036314368248,0.05384679511189461,0.06388658285140991,-4.631399631500244,-4.579607963562012,0.009741115383803844,0.010258917696774006,nan,nan,nan,nan,0.17350928485393524,0.0018556859577074647
30,-5.054207801818848,-5.0665082931518555,0.012233272194862366,6.726777064613998e-05,0.0357471449329879,133,133,133,133,133,133,1.0,0,0.0038808700628578663,0.0088204862549901,0.013282299041748047,0.01563616469502449,0.02830829657614231,0.0369720458984375,0.0539841502904892,0.0986030325293541,0.11269150674343109,0.01970662921667099,0.0553010068833828,0.06848901510238647,-4.647045612335205,-4.566699504852295,0.00958989281207323,0.01039220206439495,nan,nan,nan,nan,0.16185806691646576,0.0023817894980311394
40,-5.179853916168213,-5.192990303039551,0.013007576577365398,0.00012873254308942705,0.031841249723592945,133,133,133,133,133,133,1.0,0,0.0016480698250234127,0.00497777434065938,0.006043970584869385,0.014155588112771511,0.03388039767742157,0.03999227285385132,0.05633080378174782,0.09939756989479065,0.11672888696193695,0.02060474082827568,0.05284364894032478,0.06641533970832825,-4.663289546966553,-4.554684162139893,0.009435373358428478,0.010517822578549385,nan,nan,nan,nan,0.10406975448131561,0.0030282132793217897
50,-5.2907233238220215,-5.303102016448975,0.012162869796156883,0.00021619799372274429,0.028362130342459893,133,133,133,133,133,133,1.0,0,0.0016400601016357541,0.004605686757713556,0.007777303457260132,0.014339176937937737,0.035451434552669525,0.03975674510002136,0.05462227761745453,0.09830933809280396,0.11021888256072998,0.020146219059824944,0.05034196004271507,0.06628519296646118,-4.680628776550293,-4.541067600250244,0.009273181669414043,0.010662018321454525,nan,nan,nan,nan,0.07507689297199249,0.00425411481410265
60,-5.405953407287598,-5.417360305786133,0.01107129454612732,0.0003356124507263303,0.02526315532667841,133,133,133,133,133,133,1.0,0,0.0009953422704711556,0.004209732171148062,0.005923330783843994,0.014157118275761604,0.03561464697122574,0.04306676983833313,0.05186638608574867,0.09380996972322464,0.11300162971019745,0.01954461634159088,0.05275619775056839,0.06849250197410583,-4.698849678039551,-4.52562952041626,0.009105745702981949,0.010827896185219288,nan,nan,nan,nan,0.09073790162801743,0.0046926881186664104
70,-5.518472671508789,-5.529410362243652,0.010449943132698536,0.00048778983182273805,0.022502788378502493,133,133,133,133,133,133,1.0,0,0.0008791431901045144,0.0036873396020382643,0.00536307692527771,0.014224104583263397,0.03587483614683151,0.045235246419906616,0.050302643328905106,0.09303457289934158,0.12327901273965836,0.01900094747543335,0.054040540009737015,0.06958195567131042,-4.7185587882995605,-4.5058488845825195,0.008928036317229271,0.011044210754334927,nan,nan,nan,nan,0.08141855150461197,0.005359411705285311
80,-5.624981880187988,-5.634847164154053,0.00919102132320404,0.000674078764859587,0.02004403164449233,133,133,133,133,133,133,1.0,0,0.0004967041313648224,0.003228705143555999,0.004957020282745361,0.014083568006753922,0.03412054851651192,0.04637637734413147,0.04657648876309395,0.08926673233509064,0.12004376947879791,0.01810608245432377,0.0530826561152935,0.06896311044692993,-4.738259315490723,-4.485954761505127,0.008753870613873005,0.011266126297414303,nan,nan,nan,nan,0.0654747411608696,0.006691575516015291
90,-5.725052833557129,-5.73397159576416,0.008011591620743275,0.0009071090607903898,0.01785392982450232,133,133,133,133,133,133,1.0,0,0.0004999128868803382,0.0029510732274502516,0.005051970481872559,0.014260330237448215,0.03483544662594795,0.04760226607322693,0.04340215399861336,0.08487135171890259,0.11044122278690338,0.017284799367189407,0.052018433809280396,0.06863516569137573,-4.759243965148926,-4.467331409454346,0.008572087623178959,0.011477905325591564,nan,nan,nan,nan,0.07239310443401337,0.0082315094769001
100,-5.823799133300781,-5.832120418548584,0.0071296351961791515,0.0011914036003872752,0.0159031284639706,133,133,133,133,133,133,1.0,0,0.0008528553298674524,0.002957820426672697,0.006608188152313232,0.014675408601760864,0.03424703702330589,0.04731675982475281,0.04063308611512184,0.07996603101491928,0.11636780202388763,0.016870902851223946,0.05205252766609192,0.06758692860603333,-4.7813849449157715,-4.4510908126831055,0.00838437955826521,0.011665835045278072,nan,nan,nan,nan,0.08953122794628143,0.00935109332203865
110,-5.916789531707764,-5.925070762634277,0.006759101524949074,0.0015221844660118222,0.01416548050919662,133,133,133,133,133,133,1.0,0,0.0007271359208971262,0.0025772452354431152,0.005332738161087036,0.014693883247673512,0.0345974899828434,0.04820364713668823,0.039733607321977615,0.07641422748565674,0.11583817005157471,0.01657366380095482,0.05022648349404335,0.06460016965866089,-4.803489685058594,-4.43785285949707,0.00820107851177454,0.011821293272078037,nan,nan,nan,nan,0.10876765102148056,0.011040746234357357
