it,L,NLL,disp,shape,sigma,roi_verts,roi_faces,centers_loss,centers_inimg,gate_z,gate_t,gate_z_ratio,gate_flips,rz_mean,rz_p90,rz_max,rt_mean,rt_p90,rt_max,dv_mean,dv_p95,dv_max,dz_abs_mean,dz_abs_p95,dz_abs_max,logS_min,logS_max,S_min,S_max,sumw_p50,sumw_min,maxw_mean,effk_mean,gdisp,gshape
1,-4.402399063110352,-4.402399063110352,0.0,0.0,0.05000000000000001,107,107,107,107,107,107,1.0,0,0.0060845958068966866,0.04712510481476784,0.0587039589881897,0.021955491974949837,0.06470666080713272,0.10218870639801025,0.05885712802410126,0.10042698681354523,0.15583528578281403,0.02712220326066017,0.05767636373639107,0.13594907522201538,-4.605170249938965,-4.605170249938965,0.009999999776482582,0.009999999776482582,nan,nan,nan,nan,0.49999913573265076,0.0006247929995879531
20,-4.829758167266846,-4.880279541015625,0.007196827791631222,2.71183507720707e-05,0.04013216761128589,107,107,107,107,107,107,1.0,0,0.0022496215533465147,0.020131509751081467,0.03313314914703369,0.013255257159471512,0.03071407787501812,0.053941547870635986,0.07457369565963745,0.13579192757606506,0.2115173488855362,0.027481267228722572,0.07449236512184143,0.17088079452514648,-4.631528377532959,-4.579168319702148,0.009739860892295837,0.010263428092002869,nan,nan,nan,nan,0.2562645673751831,0.0021302278619259596
40,-5.078126430511475,-5.136258602142334,0.00533247459679842,0.00012641290959436446,0.031841249723592945,107,107,107,107,107,107,1.0,0,0.0019507246324792504,0.016842268407344818,0.030463308095932007,0.01442229188978672,0.03416380286216736,0.05403861403465271,0.06772025674581528,0.13531988859176636,0.2030729055404663,0.025112919509410858,0.06759662181138992,0.17100006341934204,-4.663090229034424,-4.549156188964844,0.009437253698706627,0.010576124303042889,nan,nan,nan,nan,0.09079886227846146,0.003194808727130294
60,-5.300038814544678,-5.374667167663574,0.005671117454767227,0.00033010414335876703,0.02526315532667841,107,107,107,107,107,107,1.0,0,0.001257326570339501,0.012111138552427292,0.023954778909683228,0.01438051462173462,0.037233464419841766,0.052358269691467285,0.06690084934234619,0.13512229919433594,0.20240171253681183,0.024113712832331657,0.07102792710065842,0.17408916354179382,-4.700203895568848,-4.515669345855713,0.009093423373997211,0.010936282575130463,nan,nan,nan,nan,0.0408022478222847,0.00486959982663393
80,-5.506178379058838,-5.596194267272949,0.006132717244327068,0.0006714085466228426,0.02004403164449233,107,107,107,107,107,107,1.0,0,0.0009498080471530557,0.00917965080589056,0.020418167114257812,0.014505361206829548,0.038105517625808716,0.05205366015434265,0.06689980626106262,0.1371813267469406,0.1992078423500061,0.024029269814491272,0.07400292158126831,0.17483177781105042,-4.741061687469482,-4.47749662399292,0.00872937310487032,0.011361820623278618,nan,nan,nan,nan,0.02978687919676304,0.007116701453924179
100,-5.696949005126953,-5.801085948944092,0.006246955133974552,0.0011902397964149714,0.0159031284639706,107,107,107,107,107,107,1.0,0,0.0008746780804358423,0.006863766349852085,0.0157625675201416,0.014744840562343597,0.03581105172634125,0.05314701795578003,0.06713435053825378,0.14049775898456573,0.18756625056266785,0.02381870150566101,0.07373839616775513,0.16865664720535278,-4.784080505371094,-4.433129787445068,0.008361808955669403,0.01187725830823183,nan,nan,nan,nan,0.06316833943128586,0.010155239142477512
120,-5.871915817260742,-5.989088535308838,0.0065230997279286385,0.0019232826307415962,0.012617695852173826,107,107,107,107,107,107,1.0,0,0.000844534020870924,0.005567890126258135,0.012497007846832275,0.014866907149553299,0.03626371920108795,0.05167299509048462,0.06676016002893448,0.14290203154087067,0.18381367623806,0.023365383967757225,0.07505132257938385,0.16658487915992737,-4.828035831451416,-4.388924598693848,0.008002223446965218,0.012414072640240192,nan,nan,nan,nan,0.15579001605510712,0.013999729417264462
140,-6.028021335601807,-6.154677391052246,0.0067710718140006065,0.0029054139740765095,0.010011001859077924,107,107,107,107,107,107,1.0,0,0.0007223456050269306,0.004771905951201916,0.009012073278427124,0.014890985563397408,0.033710330724716187,0.05256083607673645,0.0669206827878952,0.14340519905090332,0.18322734534740448,0.023287830874323845,0.07552581280469894,0.16685649752616882,-4.876098155975342,-4.340964317321777,0.007626714184880257,0.013023963198065758,nan,nan,nan,nan,0.2442208230495453,0.018559647724032402
160,-6.165403842926025,-6.300163745880127,0.00691921915858984,0.004140595905482769,0.007942825647140267,107,107,107,107,107,107,1.0,0,0.0005196424899622798,0.003723488189280033,0.007523387670516968,0.014771831221878529,0.0345497764647007,0.05136078596115112,0.06720007210969925,0.14480997622013092,0.1827567219734192,0.023268673568964005,0.07495589554309845,0.16706690192222595,-4.927497863769531,-4.295767784118652,0.00724460743367672,0.013626106083393097,nan,nan,nan,nan,0.2925527095794678,0.023510338738560677
180,-6.283978462219238,-6.426580905914307,0.007037665229290724,0.005624857731163502,0.006301914648398637,107,107,107,107,107,107,1.0,0,0.00041768455412238836,0.002903627697378397,0.006435513496398926,0.014757356606423855,0.03352503851056099,0.05322843790054321,0.06720727682113647,0.14558452367782593,0.183746337890625,0.023058993741869926,0.07523456960916519,0.1681278944015503,-4.977853775024414,-4.254729747772217,0.006888831499963999,0.014196927659213543,nan,nan,nan,nan,0.43386510014533997,0.028395939618349075
