it,L,NLL,disp,shape,sigma,roi_verts,roi_faces,centers_loss,centers_inimg,gate_z,gate_t,gate_z_ratio,gate_flips,rz_mean,rz_p90,rz_max,rt_mean,rt_p90,rt_max,dv_mean,dv_p95,dv_max,dz_abs_mean,dz_abs_p95,dz_abs_max,logS_min,logS_max,S_min,S_max,sumw_p50,sumw_min,maxw_mean,effk_mean,gdisp,gshape
1,-4.847265720367432,-4.847265720367432,0.0,0.0,1.0000000000000004e-06,128,128,128,128,128,128,1.0,0,0.006051921285688877,0.0510784275829792,0.059059709310531616,0.021135687828063965,0.06481444090604782,0.10622715950012207,0.056252799928188324,0.10269252955913544,0.1356380134820938,0.025698645040392876,0.06169409677386284,0.10130453109741211,-4.605170249938965,-4.605170249938965,0.009999999776482582,0.009999999776482582,nan,nan,nan,nan,0.49998313188552856,0.0041029914282262325
40,-6.300497055053711,-6.378723621368408,0.0035454072058200836,0.00010804154590005055,1.0000000000000004e-06,128,128,128,128,128,128,1.0,0,0.0038025265093892813,0.002863295143470168,0.07961714267730713,0.01785144954919815,0.04189819097518921,0.08958286046981812,0.06189674139022827,0.11878269910812378,0.16536204516887665,0.02477632835507393,0.07648856937885284,0.12227639555931091,-4.664862155914307,-4.54807710647583,0.0094205467030406,0.010587543249130249,nan,nan,nan,nan,0.4978243112564087,0.046416010707616806
80,-6.353419780731201,-6.430610179901123,0.003672134829685092,0.0006342606502585113,1.0000000000000004e-06,128,128,128,128,128,128,1.0,0,0.0038746334612369537,0.002432939363643527,0.0790637731552124,0.017945077270269394,0.04219634085893631,0.08804786205291748,0.06230680271983147,0.11895328015089035,0.16497556865215302,0.02503424696624279,0.07735831290483475,0.12739282846450806,-4.736706256866455,-4.477769374847412,0.008767476305365562,0.011358722113072872,nan,nan,nan,nan,0.16587455570697784,0.05022350326180458
120,-6.402784824371338,-6.481475353240967,0.0036587994545698166,0.0014746453380212188,1.0000000000000004e-06,128,128,128,128,128,128,1.0,0,0.004240581765770912,0.002715363632887602,0.07955503463745117,0.01823360100388527,0.04219582676887512,0.09436994791030884,0.06196758151054382,0.11989414691925049,0.16697730123996735,0.02463117055594921,0.07936199754476547,0.12482216954231262,-4.800531387329102,-4.41525936126709,0.008225374855101109,0.012091417796909809,nan,nan,nan,nan,0.24146048724651337,0.0503031350672245
160,-6.447131156921387,-6.525935649871826,0.0036648972891271114,0.002577397273853421,1.0000000000000004e-06,128,128,128,128,128,128,1.0,0,0.00422015693038702,0.0024120891466736794,0.07903090119361877,0.01818740740418434,0.042183611541986465,0.09191757440567017,0.0618312694132328,0.12006652355194092,0.1672835350036621,0.024578627198934555,0.07825357466936111,0.1244940459728241,-4.863123893737793,-4.340616226196289,0.007726309821009636,0.01302849780768156,nan,nan,nan,nan,0.26487088203430176,0.050372540950775146
200,-6.491477966308594,-6.572197437286377,0.003708749543875456,0.003974364139139652,1.0000000000000004e-06,128,128,128,128,128,128,1.0,0,0.004167433362454176,0.0022108315024524927,0.07897263765335083,0.018118474632501602,0.041700441390275955,0.09166544675827026,0.061824798583984375,0.12029306590557098,0.167624369263649,0.024530233815312386,0.07854072004556656,0.12513881921768188,-4.925302505493164,-4.208475589752197,0.007260529324412346,0.014869017526507378,nan,nan,nan,nan,0.4119502305984497,0.05065112188458443
